Event,District,Nature,How Received,Date,Physical Contact,Less Lethal,Launch Projectile,Drew Less Lethal,Draw Weapon,Taser Pointed,Taser Fired,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race White, Non-Hispanic","Suspect Race White, Hispanic","Suspect Race AA, Non-Hispanic","Suspect Race AA, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic"
B18-10224,4,NOISE,TELEPHONE,03/14/2018 02:00:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,27,,,true,,,,,
B18-10290,,WARRANT SERVICE,TELEPHONE,03/14/2018 05:24:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,27,true,,,,,,,
B18-10322,,WARRANT SERVICE,TELEPHONE,03/14/2018 11:30:00 PM,false,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,31,true,,,,,,,
B18-10386,4,WARRANT SERVICE,OFFICER REPORT,03/15/2018 11:20:00 AM,true,true,false,false,false,,,false,false,false,UNKNOWN,false,true,ARRESTEE,true,false,,true,47,true,,,,,,,
B18-10628,5,WELFARE CHECK IP,TELEPHONE,03/17/2018 09:07:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,true,ARRESTEE,true,false,,true,35,true,,,,,,,
B18-10699,3,WEAPONS IP,TELEPHONE,03/27/2018 09:34:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,true,false,ARRESTEE,false,false,,true,28,true,,,,,,,
B18-10849,4,SUSP ACT IP,OFFICER REPORT,03/18/2018 11:19:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,31,,true,,,,,,
B18-10982,3,PROPERTY,911 LINE,03/19/2018 09:42:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,46,true,,,,,,,
B18-11105,5,CIRT,TELEPHONE,03/20/2018 07:39:00 PM,true,false,false,false,true,,,false,false,true,NORMAL,true,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B18-11267,3,DISTURBANCE IP,TELEPHONE,03/21/2018 10:19:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,,true,46,,,true,,,,,
B18-11757,4,WELFARE CHECK IP,TELEPHONE,03/25/2018 10:26:00 AM,false,true,false,false,false,,,false,false,false,NORMAL,false,true,SUSPECT,false,false,,true,18,,,true,,,,,
B18-11859,4,WEAPONS IP,911 LINE,03/26/2018 02:57:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,25,true,,,,,,,
B18-11944,3,WARRANT SERVICE,OFFICER REPORT,03/26/2018 04:13:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B18-11949,5,BURGLARY IP,TELEPHONE,03/26/2018 04:39:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,true,true,ARRESTEE,false,false,,true,26,true,,,,,,,
B18-11969,3,DISTURBANCE IP,911 LINE,03/26/2018 07:47:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,31,true,,,,,,,
B18-11984,4,DISTURBANCE IP,911 LINE,03/26/2018 09:11:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,JUVENILE REFERRED,false,false,,true,16,true,,,,,,,
B18-11984,4,DISTURBANCE IP,911 LINE,03/26/2018 09:11:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,JUVENILE REFERRED,false,false,,,14,true,,,,,,,
B18-12096,4,WELFARE CHECK IP,TELEPHONE,03/27/2018 06:34:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,34,true,,,,,,,
B18-12486,2,ROBBERY IP,911 LINE,03/30/2018 05:48:00 AM,true,false,false,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,40,true,,,,,,,
B18-12607,5,WELFARE CHECK IP,TELEPHONE,03/30/2018 09:41:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,,true,59,true,,,,,,,
B18-12659,3,WELFARE CHECK IP,TELEPHONE,03/31/2018 02:00:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,34,true,,,,,,,
B18-12757,5,DISTURBANCE IP,TELEPHONE,03/31/2018 06:03:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,JUVENILE REFERRED,false,false,,true,17,true,,,,,,,
B18-12769,3,BURGLARY IP,TELEPHONE,03/31/2018 08:25:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,,true,38,true,,,,,,,
B18-12769,3,BURGLARY IP,TELEPHONE,03/31/2018 08:25:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,39,true,,,,,,,
B18-12769,3,BURGLARY IP,TELEPHONE,03/31/2018 08:25:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,23,true,,,,,,,
B18-12897,4,VANDALISM IP,TELEPHONE,04/01/2018 05:49:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,44,true,,,,,,,
B18-12904,3,FIGHT IP,TELEPHONE,04/01/2018 06:13:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,20,,true,,,,,,
B18-13036,3,WEAPONS IP,911 LINE,04/02/2018 08:28:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,true,true,,true,25,,,true,,,,,
B18-13435,,WELFARE CHECK IP,911 LINE,04/05/2018 04:41:00 PM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,true,ARRESTEE,false,false,true,,20,true,,,,,,,
B18-13484,5,SUSP ACT IP,OFFICER REPORT,04/05/2018 09:56:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,18,true,,,,,,,
B18-13484,5,SUSP ACT IP,OFFICER REPORT,04/05/2018 09:56:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,22,,,true,,,,,
B18-13484,5,SUSP ACT IP,OFFICER REPORT,04/05/2018 09:56:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,SUSPECT,false,false,true,,19,,,true,,,,,
B18-13484,5,SUSP ACT IP,OFFICER REPORT,04/05/2018 09:56:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,21,,,true,,,,,
B18-13504,4,SUSP ACT IP,OFFICER REPORT,04/06/2018 12:30:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,23,true,,,,,,,
B18-13614,3,SERVICE IP,TELEPHONE,04/06/2018 09:13:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,38,,,true,,,,,
B18-13807,5,NOISE,TELEPHONE,04/08/2018 12:45:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B18-13933,4,TRAFFIC STOP,OFFICER REPORT,04/09/2018 03:04:00 AM,true,false,false,false,false,,,false,true,true,UNKNOWN,false,false,ARRESTEE,false,false,,true,37,,,true,,,,,
B18-14151,3,VANDALISM,TELEPHONE,04/10/2018 12:00:00 AM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,26,true,,,,,,,
B18-14254,4,ASSAULT NP,TELEPHONE,04/11/2018 12:07:00 PM,false,false,false,false,true,,,false,false,true,UNKNOWN,true,true,SUSPECT,false,false,,true,33,true,,,,,,,
B18-14618,5,WELFARE CHECK IP,TELEPHONE,04/13/2018 04:51:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,true,ARRESTEE,false,false,,true,42,true,,,,,,,
B18-14652,5,DOMESTIC IP,TELEPHONE,04/13/2018 09:03:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,25,true,,,,,,,
B18-14657,3,DOMESTIC IP,911 LINE,04/13/2018 09:50:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,,true,25,true,,,,,,,
B18-14767,4,WARRANT SERVICE,TELEPHONE,04/14/2018 05:08:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,23,true,,,,,,,
B18-14781,4,ASSAULT IP,TELEPHONE,04/14/2018 06:41:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,29,true,,,,,,,
B18-14851,3,DRUNK,TELEPHONE,04/15/2018 02:19:00 AM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,19,,,true,,,,,
B18-14851,3,DRUNK,TELEPHONE,04/15/2018 02:19:00 AM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,18,,,true,,,,,
B18-14908,3,SERVICE IP,TELEPHONE,04/15/2018 03:06:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,42,true,,,,,,,
B18-14960,5,WARRANT SERVICE,TELEPHONE,04/15/2018 11:45:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,25,true,,,,,,,
B18-14975,5,BURGLARY IP,TELEPHONE,04/16/2018 02:48:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B18-15152,1,SUSPICIOUS ACT,OFFICER REPORT,02/17/2019 05:49:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,IMMEDIATE DETENTION,false,false,,true,46,true,,,,,,,
B18-15208,1,SUSP ACT IP,OFFICER REPORT,04/17/2018 05:00:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,46,true,,,,,,,
B18-15254,3,FIGHT IP,911 LINE,04/17/2018 10:53:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,19,,,true,,,,,
B18-15408,5,WARRANT SERVICE,OFFICER REPORT,04/18/2018 10:57:00 PM,false,false,false,false,true,,,false,false,true,NORMAL,true,true,ARRESTEE,false,false,,true,40,,,true,,,,,
B18-15605,1,FIGHT IP,OFFICER REPORT,04/20/2018 01:57:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,21,,,true,,,,,
B18-15804,3,WELFARE CHECK IP,TELEPHONE,04/21/2018 12:40:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,22,,,true,,,,,
B18-16221,5,WARRANT SERVICE,TELEPHONE,04/22/2018 03:14:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,34,true,,,,,,,
B18-16362,3,WELFARE CHECK IP,TELEPHONE,04/23/2018 04:58:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,53,true,,,,,,,
B18-16370,1,WELFARE CHECK IP,TELEPHONE,04/23/2018 05:58:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B18-16374,4,DOMESTIC IP,OFFICER REPORT,04/23/2018 06:22:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,48,true,,,,,,,
B18-16487,1,WEAPONS IP,911 LINE,04/24/2018 03:44:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,51,true,,,,,,,
B18-16730,3,DOMESTIC IP,911 LINE,04/25/2018 11:58:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,31,,,true,,,,,
B18-17210,5,BURGLARY IP,TELEPHONE,04/28/2018 07:45:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,39,true,,,,,,,
B18-17269,4,TRESPASS IP,TELEPHONE,04/29/2018 03:16:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,false,INVOLVED,false,false,,true,32,true,,,,,,,
B18-17320,3,DOMESTIC IP,911 LINE,04/29/2018 01:41:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,25,true,,,,,,,
B18-17532,5,DISTURBANCE IP,911 LINE,04/30/2018 11:28:00 PM,false,false,true,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,,true,35,,,true,,,,,
B18-18021,1,WEAPONS IP,TELEPHONE,05/04/2018 03:22:00 AM,true,false,false,false,true,,,false,false,false,UNKNOWN,false,true,MENTIONED,true,false,,true,32,true,,,,,,,
B18-18285,4,WELFARE CHECK IP,TELEPHONE,05/05/2018 05:46:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,59,true,,,,,,,
B18-18844,5,SUSP ACT IP,OFFICER REPORT,05/09/2018 07:45:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,false,,true,31,,,true,,,,,
B18-18931,5,DISTURBANCE IP,911 LINE,05/10/2018 12:13:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,,true,50,true,,,,,,,
B18-18934,3,DOMESTIC IP,911 Line,05/10/2018 12:23:00 PM,false,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B18-19082,3,TRESPASS IP,TELEPHONE,05/11/2018 10:22:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,true,,26,true,,,,,,,
B18-19242,5,SERVICE IP,911 LINE,05/12/2018 01:55:00 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,51,true,,,,,,,
B18-19263,3,THEFT IP,911 LINE,05/12/2018 06:11:00 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,true,ARRESTEE,false,false,,true,45,true,,,,,,,
B18-19273,3,WELFARE CHECK IP,TELEPHONE,05/12/2018 07:44:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,true,SUSPECT,false,false,,true,36,true,,,,,,,
B18-19442,,TRAFFIC STOP,OFFICER REPORT,05/14/2018 07:24:00 AM,true,false,false,false,true,,,false,true,false,NORMAL,false,false,ARRESTEE,false,false,,true,31,true,,,,,,,
B18-19826,1,WARRANT SERVICE,OFFICER REPORT,05/16/2018 08:31:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,16,true,,,,,,,
B18-19866,3,SUSP ACT IP,OFFICER REPORT,05/17/2018 12:51:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,CONTACT,false,false,true,,27,,,true,,,,,
B18-19886,5,SUSP ACT IP,TELEPHONE,05/17/2018 08:33:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,SUSPECT,false,false,,true,54,true,,,,,,,
B18-19953,4,WARRANT SERVICE,TELEPHONE,05/17/2018 04:14:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,33,true,,,,,,,
B18-19959,4,WELFARE CHECK IP,911 LINE,05/17/2018 05:14:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,56,true,,,,,,,
B18-19975,4,WELFARE CHECK IP,911 LINE,05/17/2018 07:42:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,30,true,,,,,,,
B18-20431,5,BURGLARY IP,911 LINE,05/21/2018 12:13:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B18-20619,5,SUSP ACT IP,TELEPHONE,05/22/2018 07:53:00 PM,true,false,false,false,true,,,false,false,true,UNKNOWN,false,false,ARRESTEE,false,false,,true,38,,,true,,,,,
B18-20634,3,BURGLARY IP,TELEPHONE,05/22/2018 09:11:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,34,,,true,,,,,
B18-20634,3,BURGLARY IP,TELEPHONE,05/22/2018 09:11:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,19,true,,,,,,,
B18-21018,5,ASSAULT IP,911 LINE,05/25/2018 03:59:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,true,false,ARRESTEE,false,false,true,,43,true,,,,,,,
B18-21100,4,DISTURBANCE IP,TELEPHONE,05/26/2018 02:43:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,25,true,,,,,,,
B18-21151,5,DOMESTIC IP,911 LINE,05/26/2018 01:27:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,true,false,JUVENILE REFERRAL,false,false,true,,13,,,true,,,,,
B18-21164,5,DISTURBANCE IP,TELEPHONE,05/26/2018 03:39:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B18-21665,4,DISTURBANCE NP,TELEPHONE,05/30/2018 03:05:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,24,true,,,,,,,
B18-22201,1,WEAPONS IP,911 LINE,06/03/2018 02:09:00 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,true,false,,true,28,true,,,,,,,
B18-22201,1,WEAPONS IP,911 Line,06/03/2018 02:09:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,false,false,,true,23,,,true,,,,,
B18-23004,3,WELFARE CHECK IP,911 LINE,06/08/2018 05:40:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,true,true,,35,true,,,,,,,
B18-23406,,WEAPONS IP,911 LINE,06/01/2018 08:44:00 PM,true,true,false,false,true,,,false,false,true,UNKNOWN,false,true,ARRESTEE,false,false,,true,26,true,,,,,,,
B18-23426,1,SERVICE IP,TELEPHONE,06/11/2018 11:13:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,false,,true,36,,,true,,,,,
B18-23498,3,FOLLOW UP,OFFICER REPORT,06/12/2018 03:19:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,true,true,ARRESTEE,false,false,,true,39,true,,,,,,,
B18-24144,3,THEFT NP,TELEPHONE,06/16/2018 01:05:00 AM,false,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,true,false,SUSPECT,false,false,,true,26,,,true,,,,,
B18-24264,4,SERVICE IP,TELEPHONE,06/17/2018 06:32:00 PM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,true,CONTACT,false,false,,true,34,true,,,,,,,
B18-24643,4,DISTURBANCE IP,TELEPHONE,06/20/2018 02:02:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,true,SUSPECT,false,false,,true,40,,,true,,,,,
B18-24808,4,SUSP ACT IP,OFFICER REPORT,06/21/2018 12:01:00 AM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,true,ARRESTEE,false,false,,true,60,true,,,,,,,
B18-25105,1,FIGHT IP,OFFICER REPORT,06/23/2018 03:01:00 AM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,28,,,true,,,,,
B18-25500,3,SUSP ACT IP,911 LINE,06/25/2018 10:50:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,46,true,,,,,,,
B18-25500,3,SUSP ACT IP,911 LINE,06/25/2018 10:50:00 PM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B18-26089,3,DISTURBANCE IP,TELEPHONE,06/30/2018 03:26:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,57,true,,,,,,,
B18-26349,1,TRESPASS IP,TELEPHONE,07/02/2018 01:18:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B18-26502,2,BURGLARY IP,TELEPHONE,07/04/2018 12:00:00 AM,false,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTED,false,false,,true,24,true,,,,,,,
B18-26560,3,ASSAULT IP,911 LINE,07/03/2018 01:58:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B18-27186,4,BURGLARY IP,TELEPHONE,07/08/2018 12:00:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTED,false,false,,true,26,true,,,,,,,
B18-27193,1,DISTURBANCE IP,911 LINE,07/08/2018 03:22:00 AM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,,true,21,true,,,,,,,
B18-27295,5,VANDALISM,911 LINE,07/09/2018 12:00:00 AM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTED,false,false,true,,19,true,,,,,,,
B18-27538,3,INTOXICATION,911 LINE,07/10/2018 12:00:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTED,false,false,,true,20,true,,,,,,,
B18-27742,3,TRAFFIC STOP,OFFICER REPORT,07/12/2018 12:19:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,false,,true,44,,,true,,,,,
B18-28019,1,DOMESTIC,TELEPHONE,07/13/2018 12:00:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,41,true,,,,,,,
B18-28216,1,TRAFFIC STOP,OFFICER REPORT,07/15/2018 01:30:00 AM,false,false,false,false,true,,,false,true,false,NORMAL,false,false,INVOLVED,false,false,true,,23,true,,,,,,,
B18-28216,1,TRAFFIC STOP,OFFICER REPORT,07/15/2018 01:23:00 AM,false,false,false,false,true,,,false,true,false,NORMAL,false,false,ARRESTEE,false,false,,true,19,true,,,,,,,
B18-28224,5,VEHICLE THEFT,TELEPHONE,07/15/2018 03:21:00 AM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,SUSPECT,false,false,,true,24,true,,,,,,,
B18-28609,4,WELFARE CHECK,911 Line,07/17/2018 02:16:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,INVOLVED,false,false,,true,50,true,,,,,,,
B18-28695,4,VEHICLE THEFT,TELEPHONE,07/18/2018 05:51:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,24,true,,,,,,,
B18-29127,1,SUSPICIOUS ACT,OFFICER REPORT,07/20/2018 12:00:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,60,true,,,,,,,
B18-29724,3,SUSPICIOUS ACT,OFFICER REPORT,07/25/2018 02:29:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,25,true,,,,,,,
B18-29779,5,VEHICLE THEFT,TELEPHONE,07/25/2018 12:15:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,26,,,true,,,,,
B18-29831,2,WEAPONS IP,TELEPHONE,07/25/2018 07:18:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,,true,18,true,,,,,,,
