Event,District,Nature,How Received,Date,Physical Contact,Less Lethal,Launch Projectile,Drew Less Lethal,Draw Weapon,Taser Pointed,Taser Fired,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race White, Non-Hispanic","Suspect Race White, Hispanic","Suspect Race AA, Non-Hispanic","Suspect Race AA, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic"
B20-08728,3,WELFARE CHECK,TELEPHONE,02/29/2020 01:52:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,33,true,,,,,,,
B20-08817,3,SUSPICIOUS,OFFICER REPORT,02/28/2020 09:55:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,26,true,,,,,,,
B20-09123,5,DISTURBANCE IP,911 LINE,03/01/2020 04:30:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,true,ARRESTEE,false,false,,true,31,true,,,,,,,
B20-09272,4,WARRANT SERVICE,TELEPHONE,03/02/2020 03:25:44 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,58,,,true,,,,,
B20-09316,4,SEX ASSAULT,TELEPHONE,03/02/2020 07:56:33 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,51,true,,,,,,,
B20-09316,4,SEX ASSAULT,TELEPHONE,03/02/2020 07:56:33 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,18,true,,,,,,,
B20-09359,3,TRAFFIC STOP,OFFICER REPORT,03/03/2020 01:45:16 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,ARRESTEE,false,false,,true,33,,,true,,,,,
B20-09484,1,SERVICE,OFFICER REPORT,03/06/2020 01:15:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B20-09677,4,WELFARE CHECK,TELEPHONE,03/04/2020 08:27:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,,true,39,true,,,,,,,
B20-09725,1,WEAPONS IP,911 LINE,03/04/2020 11:04:00 PM,true,false,true,true,true,,,false,false,false,INTOXICATED,true,true,ARRESTEE,false,false,,true,32,true,,,,,,,
B20-09741,1,BURGLARY,TELEPHONE,03/05/2020 03:28:50 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,56,true,,,,,,,
B20-09755,1,ROV IP,911 LINE,03/05/2020 08:48:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,44,true,,,,,,,
B20-09946,3,BURGLARY,911 LINE,03/06/2020 04:09:11 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,false,OFFENDER,false,false,,true,31,true,,,,,,,
B20-10327,5,TRAFFIC STOP,OFFICER REPORT,03/08/2020 03:39:18 AM,true,false,false,false,false,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,true,,35,true,,,,,,,
B20-11424,4,WEAPONS IP,911 LINE,03/15/2020 09:35:02 PM,true,false,false,true,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,,true,20,true,,,,,,,
B20-11424,4,WEAPONS IP,911 LINE,03/15/2020 09:35:02 PM,true,false,false,true,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,20,true,,,,,,,
B20-11558,3,DISTURBANCE,911 LINE,03/16/2020 10:57:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,53,true,,,,,,,
B20-11572,3,WARRANT SERVICE,TELEPHONE,03/17/2020 02:11:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B20-11754,3,FIGHT IP,TELEPHONE,03/18/2020 02:55:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,INVOLVED,false,false,,true,31,true,,,,,,,
B20-11885,1,WEAPONS IP,TELEPHONE,03/19/2020 06:58:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,true,false,INVOLVED,false,false,,true,54,true,,,,,,,
B20-12050,1,SERVICE,911 LINE,03/21/2020 12:00:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,true,,true,33,true,,,,,,,
B20-12069,4,DISTURBANCE IP,TELEPHONE,03/21/2020 04:41:28 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B20-12366,4,ROBBERY IP,911 LINE,03/25/2020 10:30:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,51,true,,,,,,,
B20-12366,4,ROBBERY IP,911 LINE,03/25/2020 10:30:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,54,true,,,,,,,
B20-12366,4,ROBBERY IP,911 LINE,03/25/2020 10:30:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,39,true,,,,,,,
B20-12366,4,ROBBERY IP,911 LINE,03/25/2020 10:30:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,44,true,,,,,,,
B20-12395,5,BURGLARY IP,TELEPHONE,03/25/2020 09:33:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B20-12686,1,DOMESTIC IP,TELEPHONE,03/28/2020 01:04:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,true,,true,31,true,,,,,,,
B20-12751,5,DISTURBANCE IP,TELEPHONE,03/28/2020 06:28:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,true,ARRESTEE,true,true,,true,34,true,,,,,,,
B20-12964,5,ROBBERY,911 LINE,03/31/2020 07:00:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,31,,,true,,,,,
B20-12992,4,THEFT,TELEPHONE,04/02/2020 10:48:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,40,true,,,,,,,
B20-13314,5,SUSPICIOUS,TELEPHONE,04/03/2020 03:43:00 PM,true,true,false,false,true,,,false,true,true,NORMAL,true,true,ARRESTEE,false,false,,true,36,true,,,,,,,
B20-13586,5,DOMESTIC IP,TELEPHONE,04/06/2020 01:36:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,25,,true,,,,,,
B20-13666,5,WELFARE CHECK,911 LINE,04/06/2020 05:47:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,27,,,,,,true,,
B20-13742,5,ASSAULT,911 LINE,04/07/2020 10:44:00 AM,true,false,false,false,true,,,false,false,true,UNKNOWN,false,false,ARRESTEE,false,false,,true,34,,,true,,,,,
B20-13793,5,WELFARE CHECK,911 LINE,04/07/2020 02:20:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTED,false,false,,true,18,,,,,,true,,
B20-13823,3,WEAPONS,911 LINE,04/08/2020 09:45:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,VICTIM,false,false,,true,35,,,true,,,,,
B20-13823,3,WEAPONS,911 LINE,04/08/2020 09:45:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,25,,true,,,,,,
B20-14016,3,DISTURBANCE IP,TELEPHONE,04/09/2020 03:36:00 PM,true,true,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,true,ARRESTEE,false,false,,true,31,true,,,,,,,
B20-14081,4,WEAPONS IP,911 LINE,04/10/2020 09:38:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,20,,,true,,,,,
B20-14081,4,WEAPONS IP,911 LINE,04/10/2020 09:38:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,19,,,true,,,,,
B20-14081,4,WEAPONS IP,911 LINE,04/10/2020 09:38:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,21,,,true,,,,,
B20-14482,4,FIGHT IP,TELEPHONE,04/15/2020 08:28:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,VICTIM,false,false,,true,29,true,,,,,,,
B20-14535,1,TRESPASS IP,TELEPHONE,04/15/2020 12:13:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,29,true,,,,,,,
B20-14575,3,BURGLARY,911 LINE,04/15/2020 06:10:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,27,true,,,,,,,
B20-14604,5,DOMESTIC IP,911 LINE,04/16/2020 11:14:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,VICTIM,false,false,true,,21,true,,,,,,,
B20-14749,5,BURGLARY,911 LINE,04/17/2020 02:28:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,36,,,true,,,,,
B20-14885,5,WEAPONS IP,911 LINE,04/19/2020 07:05:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,40,true,,,,,,,
B20-14932,5,WEAPONS IP,911 LINE,04/19/2020 08:15:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,26,,,true,,,,,
B20-15017,5,WEAPONS,911 LINE,04/21/2020 05:30:00 PM,false,false,false,false,true,,,false,false,true,NORMAL,true,false,ARRESTEE,false,false,,true,19,,,true,,,,,
B20-15462,1,ASSAULT,OFFICER REPORT,04/28/2020 03:30:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,59,,,true,,,,,
B20-15542,2,DISTURBANCE,911 LINE,04/25/2020 03:58:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,59,true,,,,,,,
B20-15602,1,DRUNK,TELEPHONE,04/25/2020 06:15:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,43,true,,,,,,,
B20-15625,4,VANDALISM,TELEPHONE,04/25/2020 10:50:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,true,,35,true,,,,,,,
B20-15711,2,WEAPONS,OFFICER REPORT,05/20/2020 01:30:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,20,,,true,,,,,
B20-15711,2,WEAPONS,OFFICER REPORT,05/21/2020 10:19:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,20,,true,,,,,,
B20-15914,5,DOMESTIC IP,911 LINE,04/28/2020 12:30:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,true,,17,true,,,,,,,
B20-16137,1,WEAPONS,TELEPHONE,04/30/2020 09:32:00 AM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,false,INVOLVED,false,false,,true,46,true,,,,,,,
B20-16543,3,WELFARE CHECK,911 LINE,05/03/2020 09:40:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,VICTIM,false,false,,true,43,true,,,,,,,
B20-16765,5,SERVICE,TELEPHONE,05/05/2020 11:21:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,true,,25,true,,,,,,,
B20-16765,5,SERVICE,TELEPHONE,05/05/2020 11:21:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,INVOLVED,false,false,,true,44,true,,,,,,,
B20-16765,5,SERVICE,TELEPHONE,05/05/2020 11:21:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,INVOLVED,false,false,,true,39,true,,,,,,,
B20-16867,1,VANDALISM,TELEPHONE,05/06/2020 11:10:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,true,,17,,,true,,,,,
B20-16888,2,DOMESTIC IP,TELEPHONE,05/07/2020 03:55:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,24,true,,,,,,,
B20-16924,1,WEAPONS,911 LINE,05/09/2020 02:30:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,55,,,true,,,,,
B20-17040,5,DOMESTIC IP,TELEPHONE,05/08/2020 08:35:00 AM,false,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,false,ARRESTEE,false,false,,true,23,,,,,,,,
B20-17043,1,WELFARE CHECK,911 LINE,05/08/2020 09:25:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,36,true,,,,,,,
B20-17140,4,SUSPICIOUS,TELEPHONE,05/09/2020 12:03:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,50,true,,,,,,,
B20-17684,5,WEAPONS,TELEPHONE,05/13/2020 10:53:00 PM,false,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,false,INVOLVED,false,false,,true,58,true,,,,,,,
B20-17768,3,TRESPASS,TELEPHONE,05/14/2020 05:48:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,38,,,true,,,,,
B20-17967,5,DISTURBANCE,911 LINE,05/16/2020 02:48:00 AM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,MENTIONED,false,false,,true,,true,,,,,,,
B20-18139,5,DISTURBANCE,TELEPHONE,05/17/2020 12:48:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,43,true,,,,,,,
B20-18197,3,ASSAULT,911 LINE,05/17/2020 10:37:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,VICTIM,false,false,,true,32,true,,,,,,,
B20-18562,5,DISTURBANCE,911 LINE,05/20/2020 07:30:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,VICTIM,false,false,,true,34,,,true,,,,,
B20-18582,3,TRAFFIC STOP,OFFICER REPORT,05/21/2020 10:19:00 PM,true,false,false,false,false,,,false,true,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B20-18988,3,WEAPONS,TELEPHONE,05/23/2020 07:35:00 PM,false,false,false,true,true,,,false,false,false,INTOXICATED,true,false,VICTIM,false,false,,true,67,,,true,,,,,
B20-18994,3,WEAPONS,TELEPHONE,05/23/2020 09:10:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,24,,,true,,,,,
B20-19074,5,VANDALISM,TELEPHONE,05/24/2020 03:22:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,true,false,,true,30,,,true,,,,,
B20-19251,5,SUSPICIOUS,OFFICER REPORT,05/25/2020 09:00:00 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,25,,,true,,,,,
B20-19308,4,TRESPASS,OFFICER REPORT,05/26/2020 07:13:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,ARRESTEE,false,false,,true,49,,,true,,,,,
B20-19391,3,DISTURBANCE,TELEPHONE,05/26/2020 05:31:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,26,,,true,,,,,
B20-19414,5,DISTURBANCE,TELEPHONE,05/26/2020 08:45:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,true,false,,true,39,true,,,,,,,
B20-19442,5,BURGLARY,TELEPHONE,05/28/2020 10:45:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,OFFENDER,false,false,true,,25,true,,,,,,,
B20-19657,5,DOMESTIC IP,TELEPHONE,05/28/2020 06:44:00 PM,true,false,false,false,false,,,false,false,true,UNKNOWN,false,false,ARRESTEE,false,false,true,,36,true,,,,,,,
B20-19869,3,VEHICLE THEFT NP,TELEPHONE,05/30/2020 07:49:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,26,true,,,,,,,
B20-19987,4,WEAPONS,911 LINE,05/31/2020 01:44:00 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,OFFENDER,false,false,,true,68,true,,,,,,,
B20-20032,3,VEHICLE THEFT NP,TELEPHONE,05/31/2020 03:16:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,true,false,,true,37,true,,,,,,,
B20-20035,1,SUSPICIOUS,TELEPHONE,05/31/2020 04:48:00 PM,true,false,false,false,true,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,,true,34,,,true,,,,,
B20-20332,5,BURGLARY,911 LINE,06/02/2020 11:09:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,OFFENDER,false,false,,true,18,true,,,,,,,
B20-20772,5,DISTURBANCE,TELEPHONE,06/06/2020 12:06:00 PM,true,true,false,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,true,true,,47,true,,,,,,,
B20-21344,3,SUSPICIOUS,TELEPHONE,06/11/2020 02:20:00 PM,true,false,false,false,false,,,false,true,true,NORMAL,false,true,ARRESTEE,false,false,,true,38,true,,,,,,,
B20-21347,4,SERVICE,OFFICER REPORT,06/11/2020 02:53:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,35,,,true,,,,,
B20-21860,4,DISTURBANCE,TELEPHONE,06/15/2020 04:52:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,40,,,true,,,,,
B20-21921,2,FOLLOW UP,TELEPHONE,06/16/2020 01:15:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,true,true,OFFENDER,true,false,,true,33,,,true,,,,,
B20-21952,4,ASSAULT,TELEPHONE,06/16/2020 01:43:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,22,true,,,,,,,
B20-22005,3,DRUGS,OFFICER REPORT,06/16/2020 09:43:00 PM,false,false,false,false,true,,,false,true,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,53,true,,,,,,,
B20-22017,4,BURGLARY,911 LINE,06/16/2020 11:42:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,42,true,,,,,,,
B20-22547,4,DISTURBANCE,TELEPHONE,06/20/2020 11:43:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,true,ARRESTEE,false,false,,true,24,true,,,,,,,
B20-22883,3,WEAPONS,911 LINE,06/24/2020 02:08:00 AM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,JUVENILE REFERRAL,false,false,,true,16,,,true,,,,,
B20-22883,4,WEAPONS,911 LINE,06/24/2020 02:08:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,17,true,,,,,,,
B20-22884,3,WEAPONS,911 LINE,06/25/2020 03:08:00 AM,false,false,false,false,false,,,false,false,true,INTOXICATED,false,false,JUVENILE REFERRAL,false,false,true,,14,true,,,,,,,
B20-22928,4,VEHICLE THEFT NP,TELEPHONE,06/24/2020 02:56:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B20-23339,2,WELFARE CHECK,911 LINE,06/27/2020 08:05:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,OFFENDER,false,false,true,,29,true,,,,,,,
B20-23375,2,DOMESTIC IP,911 LINE,06/28/2020 02:30:00 AM,true,true,true,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,24,,,true,,,,,
B20-23472,3,THEFT,911 LINE,06/29/2020 01:57:00 AM,false,false,true,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,18,true,,,,,,,
B20-23562,4,WARRANT SERVICE,OFFICER REPORT,06/29/2020 05:35:00 PM,true,false,true,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,34,,,true,,,,,
B20-24100,5,THEFT,911 LINE,07/04/2020 10:39:00 PM,false,false,true,false,true,,,false,true,false,NORMAL,false,false,ARRESTEE,false,false,true,,44,true,,,,,,,
B20-24199,4,ASSAULT,TELEPHONE,07/04/2020 10:45:00 PM,true,false,true,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,53,true,,,,,,,
B20-24245,4,DISTURBANCE,TELEPHONE,07/05/2020 02:10:00 AM,true,false,true,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,24,,,true,,,,,
B20-24290,1,ATL,TELEPHONE,07/05/2020 04:00:00 PM,true,false,true,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,32,,,true,,,,,
B20-24483,,ACCIDENT,OFFICER REPORT,07/08/2020 07:30:00 PM,false,false,true,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,66,true,,,,,,,
B20-24858,5,WELFARE,911 LINE,07/09/2020 07:39:00 PM,true,false,true,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,60,true,,,,,,,
B20-25034,4,BURGLARY,TELEPHONE,07/11/2020 12:50:00 PM,true,false,true,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,18,true,,,,,,,
B20-25343,5,ROV IP,TELEPHONE,07/14/2020 12:29:00 AM,true,false,true,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B20-25690,3,DOMESTIC,TELEPHONE,07/16/2020 08:08:00 PM,true,false,true,false,false,,,false,false,true,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,29,,,true,,,,,
B20-25719,4,DISTURBANCE,TELEPHONE,07/17/2020 06:45:00 AM,true,false,true,false,false,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B20-25785,5,ROV IP,TELEPHONE,07/17/2020 03:41:00 PM,true,false,true,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,true,,true,32,true,,,,,,,
B20-25785,4,ROV IP,TELEPHONE,07/17/2020 09:00:00 PM,true,false,true,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B20-26127,2,TRESPASS,TELEPHONE,07/20/2020 06:30:00 PM,true,false,true,false,false,,,false,false,true,NORMAL,true,false,ARRESTEE,false,false,,true,26,true,,,,,,,
B20-26697,5,TRESPASS,TELEPHONE,07/25/2020 09:50:00 AM,true,false,true,true,true,,,false,false,true,MENTALLY DISTURBED,true,true,ARRESTEE,false,false,,true,63,true,,,,,,,
B20-27019,4,THEFT,TELEPHONE,07/28/2020 12:00:00 AM,true,false,true,false,false,,,false,false,true,UNKNOWN,false,false,ARRESTEE,false,false,,true,23,,,true,,,,,
B20-27031,2,TRESPASS,911 LINE,07/28/2020 10:30:00 AM,true,false,true,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B20-27114,1,WEAPONS,911 LINE,07/29/2020 01:06:00 AM,false,false,false,true,false,,,false,false,false,INTOXICATED,true,false,VICTIM,false,false,,true,27,,,true,,,,,
B20-28011,3,SERVICE,OFFICER REPORT,08/06/2020 03:57:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,25,true,,,,,,,
B20-28267,4,ASSAULT,TELEPHONE,08/08/2020 07:40:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,54,true,,,,,,,
B20-28424,3,ASSAULT,911 LINE,08/09/2020 01:05:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B20-28581,3,WELFARE CHECK,TELEPHONE,08/10/2020 06:21:00 PM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B20-28664,3,BURGLARY IP,TELEPHONE,08/11/2020 03:33:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B20-28932,1,DISTURBANCE,911 LINE,08/13/2020 03:13:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,47,true,,,,,,,
B20-28961,3,INDECENT EXPOSURE,TELEPHONE,08/13/2020 06:53:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,OFFENDER,false,false,,true,43,true,,,,,,,
B20-28965,1,BURGLARY,911 LINE,08/13/2020 07:16:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,30,true,,,,,,,
B20-29299,3,DISTURBANCE,TELEPHONE,08/16/2020 03:11:00 AM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,true,,28,,,true,,,,,
B20-29336,4,VEHICLE THEFT NP,TELEPHONE,08/16/2020 08:18:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,30,,,true,,,,,
B20-29486,4,DOMESTIC,TELEPHONE,08/17/2020 09:07:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,OFFENDER,false,false,,true,35,true,,,,,,,
B20-29741,4,DOMESTIC,911 LINE,08/19/2020 06:07:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,29,true,,,,,,,
B20-30015,1,INFORMATION,OFFICER REPORT,08/21/2020 11:32:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,40,true,,,,,,,
B20-30042,1,DISTURBANCE,TELEPHONE,08/21/2020 02:41:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,true,false,,true,30,,,true,,,,,
B20-30436,2,WEAPONS,TELEPHONE,08/23/2020 01:00:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,OFFENDER,false,false,,true,31,true,,,,,,,
B20-31216,3,DISTURBANCE,911 LINE,08/29/2020 11:30:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,38,true,,,,,,,
B20-31661,,WARRANT SERVICE,OFFICER REPORT,09/02/2020 04:08:00 PM,false,false,false,false,true,,,false,true,true,NORMAL,false,false,ARRESTEE,false,false,,true,36,true,,,,,,,
B20-31682,3,RUNAWAY,TELEPHONE,09/13/2020 03:53:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,true,,14,true,,,,,,,
B20-31722,1,WEAPONS,TELEPHONE,09/03/2020 05:17:00 AM,false,false,false,true,false,,,false,false,false,INTOXICATED,true,false,OFFENDER,false,false,,true,35,true,,,,,,,
